['beep', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
['beep', 0.0, 1150.2431214145568, 0.0, 0.0, 0.0, 0.0, -1247.3390993284106, 0.0]
['beep', 0.0, 1149.3490516363445, 0.0, 0.0, 0.0, 0.0, -1246.19916036119, 0.0]
['beep', 0.0, 1148.9914237250596, 0.0, 0.0, 0.0, 0.0, -1247.1602853727682, 0.0]
['beep', 0.0, 1149.75138303654, 0.0, 0.0, 0.0, 0.0, -1245.4839045386202, 0.0]
['beep', 0.0, 1149.5055138475316, 0.0, 0.0, 0.0, 0.0, -1245.5733115164414, 0.0]
['beep', 0.0, 1149.4831621030762, 0.0, 0.0, 0.0, 0.0, -1248.7249074846397, 0.0]
['beep', 0.0, 1148.8349615138725, 0.0, 0.0, 0.0, 0.0, -1248.4343348067207, 0.0]
['beep', 0.0, 1147.7620777800178, 0.0, 0.0, 0.0, 0.0, -1246.8920644393045, 0.0]
['beep', 0.0, 1146.8680080018055, 0.0, 0.0, 0.0, 0.0, -1245.6403667498073, 0.0]
['beep', 0.0, 1148.1420574357578, 0.0, 0.0, 0.0, 0.0, -1248.166113873257, 0.0]
['beep', 0.0, 1148.4326301136769, 0.0, 0.0, 0.0, 0.0, -1249.037831907014, 0.0]
['beep', 0.0, 1148.4102783692215, 0.0, 0.0, 0.0, 0.0, -1248.6131487623632, 0.0]
['beep', 0.0, 1148.4773336025876, 0.0, 0.0, 0.0, 0.0, -1248.3672795733548, 0.0]
['beep', 0.0, 1148.522037091498, 0.0, 0.0, 0.0, 0.0, -1247.584968517419, 0.0]
['beep', 0.0, 1146.8233045128948, 0.0, 0.0, 0.0, 0.0, -1247.0932301394023, 0.0]
['beep', 0.0, 1147.8291330133836, 0.0, 0.0, 0.0, 0.0, -1247.5402650285084, 0.0]
['beep', 0.0, 1147.851484757839, 0.0, 0.0, 0.0, 0.0, -1248.7025557401844, 0.0]
['beep', 0.0, 1147.4491533576434, 0.0, 0.0, 0.0, 0.0, -1248.0767068954358, 0.0]
['beep', 0.0, 1149.1925894251574, 0.0, 0.0, 0.0, 0.0, -1248.8590179513715, 0.0]
['beep', 0.0, 1149.393755125255, 0.0, 0.0, 0.0, 0.0, -1248.2778725955336, 0.0]
